Flight No,Sch dep dt with time,CAP,PAX,COS
103.0,2023-01-03 09:30:00,152.0,80.0,53.0
104.0,2023-01-03 12:00:00,152.0,91.0,60.0
109.0,2023-01-04 09:00:00,152.0,71.0,47.0
110.0,2023-01-04 11:15:00,152.0,53.0,35.0
105.0,2023-01-04 14:00:00,152.0,109.0,72.0
106.0,2023-01-04 15:40:00,152.0,142.0,93.0
103.0,2023-01-07 09:30:00,152.0,107.0,70.0
104.0,2023-01-07 12:00:00,152.0,125.0,82.0
105.0,2023-01-08 09:00:00,152.0,108.0,71.0
106.0,2023-01-08 10:40:00,152.0,114.0,75.0
103.0,2023-01-10 09:30:00,152.0,88.0,58.0
104.0,2023-01-10 12:00:00,152.0,91.0,60.0
109.0,2023-01-11 09:00:00,152.0,62.0,41.0
110.0,2023-01-11 11:15:00,152.0,54.0,36.0
105.0,2023-01-11 14:00:00,152.0,131.0,86.0
106.0,2023-01-11 15:40:00,152.0,99.0,65.0
103.0,2023-01-14 09:30:00,152.0,105.0,69.0
104.0,2023-01-14 12:00:00,152.0,131.0,86.0
105.0,2023-01-15 09:00:00,152.0,146.0,96.0
106.0,2023-01-15 10:40:00,152.0,111.0,73.0
103.0,2023-01-17 09:30:00,152.0,64.0,42.0
104.0,2023-01-17 12:00:00,152.0,72.0,47.0
109.0,2023-01-18 09:00:00,152.0,58.0,38.0
110.0,2023-01-18 11:15:00,152.0,64.0,42.0
105.0,2023-01-18 14:00:00,152.0,128.0,84.0
106.0,2023-01-18 15:40:00,152.0,108.0,71.0
103.0,2023-01-21 09:30:00,152.0,82.0,54.0
104.0,2023-01-21 12:00:00,152.0,119.0,78.0
105.0,2023-01-22 09:00:00,152.0,144.0,95.0
106.0,2023-01-22 10:40:00,152.0,129.0,85.0
103.0,2023-01-24 15:30:00,152.0,79.0,52.0
104.0,2023-01-24 18:00:00,152.0,66.0,43.0
109.0,2023-01-25 09:00:00,152.0,67.0,44.0
110.0,2023-01-25 11:15:00,152.0,116.0,76.0
105.0,2023-01-25 14:00:00,152.0,152.0,100.0
106.0,2023-01-25 15:40:00,152.0,112.0,74.0
103.0,2023-01-28 09:30:00,152.0,115.0,76.0
104.0,2023-01-28 12:00:00,152.0,137.0,90.0
105.0,2023-01-29 09:00:00,152.0,126.0,83.0
106.0,2023-01-29 10:40:00,152.0,150.0,99.0
103.0,2023-01-31 09:30:00,114.0,54.0,47.0
104.0,2023-01-31 12:00:00,114.0,70.0,61.0
,,,,
109.0,2023-02-01 09:00:00,114.0,81.0,71.0
110.0,2023-02-01 11:15:00,114.0,86.0,75.0
105.0,2023-02-01 14:00:00,114.0,107.0,94.0
106.0,2023-02-01 15:40:00,114.0,109.0,96.0
103.0,2023-02-04 09:30:00,152.0,109.0,72.0
104.0,2023-02-04 12:00:00,152.0,85.0,56.0
105.0,2023-02-05 09:00:00,152.0,138.0,91.0
106.0,2023-02-05 10:40:00,152.0,135.0,89.0
103.0,2023-02-07 09:30:00,114.0,78.0,68.0
104.0,2023-02-07 12:00:00,114.0,73.0,64.0
109.0,2023-02-08 09:00:00,114.0,93.0,82.0
110.0,2023-02-08 11:15:00,114.0,66.0,58.0
105.0,2023-02-08 14:00:00,114.0,111.0,97.0
106.0,2023-02-08 15:40:00,114.0,102.0,89.0
103.0,2023-02-11 09:30:00,114.0,102.0,89.0
104.0,2023-02-11 12:00:00,114.0,73.0,64.0
105.0,2023-02-12 15:00:00,152.0,152.0,100.0
106.0,2023-02-12 16:40:00,152.0,141.0,93.0
103.0,2023-02-13 09:30:00,152.0,69.0,45.0
104.0,2023-02-13 12:00:00,152.0,51.0,34.0
109.0,2023-02-15 09:00:00,114.0,81.0,71.0
110.0,2023-02-15 11:15:00,114.0,103.0,90.0
105.0,2023-02-15 14:00:00,114.0,113.0,99.0
106.0,2023-02-15 15:40:00,114.0,102.0,89.0
103.0,2023-02-18 09:30:00,152.0,121.0,80.0
104.0,2023-02-18 12:00:00,152.0,99.0,65.0
105.0,2023-02-19 09:00:00,152.0,137.0,90.0
106.0,2023-02-19 10:40:00,152.0,152.0,100.0
103.0,2023-02-21 09:30:00,114.0,79.0,69.0
104.0,2023-02-21 12:00:00,114.0,78.0,68.0
105.0,2023-02-22 16:50:00,152.0,148.0,97.0
106.0,2023-02-22 18:30:00,152.0,139.0,91.0
109.0,2023-02-23 09:00:00,114.0,88.0,77.0
110.0,2023-02-23 11:15:00,114.0,76.0,67.0
103.0,2023-02-25 09:30:00,152.0,107.0,70.0
104.0,2023-02-25 12:00:00,152.0,130.0,86.0
105.0,2023-02-26 09:00:00,152.0,148.0,97.0
106.0,2023-02-26 10:40:00,152.0,153.0,101.0
103.0,2023-02-28 09:30:00,114.0,79.0,69.0
104.0,2023-02-28 12:00:00,114.0,78.0,68.0
109.0,2023-03-01 09:00:00,152.0,100.0,66.0
110.0,2023-03-01 11:15:00,152.0,81.0,53.0
105.0,2023-03-01 14:00:00,152.0,148.0,97.0
106.0,2023-03-01 15:40:00,152.0,145.0,95.0
105.0,2023-03-05 09:00:00,152.0,119.0,78.0
103.0,2023-03-05 09:30:00,114.0,85.0,75.0
106.0,2023-03-05 10:40:00,152.0,150.0,99.0
104.0,2023-03-05 12:00:00,114.0,87.0,76.0
103.0,2023-03-07 09:30:00,114.0,78.0,68.0
104.0,2023-03-07 12:00:00,114.0,66.0,58.0
109.0,2023-03-08 09:00:00,114.0,79.0,69.0
110.0,2023-03-08 11:15:00,114.0,62.0,54.0
105.0,2023-03-08 14:00:00,114.0,81.0,71.0
106.0,2023-03-08 15:40:00,114.0,112.0,98.0
103.0,2023-03-11 09:30:00,152.0,126.0,83.0
104.0,2023-03-11 12:00:00,152.0,106.0,70.0
105.0,2023-03-12 09:00:00,152.0,110.0,72.0
106.0,2023-03-12 10:40:00,152.0,145.0,95.0
103.0,2023-03-14 09:30:00,114.0,94.0,82.0
104.0,2023-03-14 12:00:00,114.0,113.0,99.0
109.0,2023-03-15 09:00:00,114.0,87.0,76.0
110.0,2023-03-15 11:15:00,114.0,87.0,76.0
105.0,2023-03-15 14:00:00,114.0,94.0,82.0
106.0,2023-03-15 15:40:00,114.0,114.0,100.0
103.0,2023-03-18 09:30:00,152.0,123.0,81.0
104.0,2023-03-18 12:00:00,152.0,127.0,84.0
105.0,2023-03-19 09:00:00,152.0,143.0,94.0
106.0,2023-03-19 10:40:00,152.0,140.0,92.0
103.0,2023-03-21 11:00:00,114.0,82.0,72.0
104.0,2023-03-21 13:30:00,114.0,113.0,99.0
109.0,2023-03-22 09:00:00,114.0,88.0,77.0
110.0,2023-03-22 11:15:00,114.0,77.0,68.0
105.0,2023-03-22 14:00:00,114.0,80.0,70.0
106.0,2023-03-22 15:40:00,114.0,111.0,97.0
103.0,2023-03-25 09:30:00,114.0,96.0,84.0
104.0,2023-03-25 12:00:00,114.0,95.0,83.0
105.0,2023-03-26 09:00:00,114.0,78.0,68.0
106.0,2023-03-26 10:40:00,114.0,106.0,93.0
103.0,2023-03-28 09:30:00,114.0,81.0,71.0
104.0,2023-03-28 12:00:00,114.0,67.0,59.0
105.0,2023-03-29 15:30:00,152.0,74.0,49.0
106.0,2023-03-29 17:10:00,152.0,78.0,51.0
109.0,2023-03-31 09:00:00,152.0,60.0,39.0
110.0,2023-03-31 11:15:00,152.0,56.0,37.0
103.0,2023-04-01 09:30:00,152.0,78.0,51.0
104.0,2023-04-01 12:00:00,152.0,126.0,83.0
105.0,2023-04-02 09:00:00,152.0,68.0,45.0
106.0,2023-04-02 10:40:00,152.0,80.0,53.0
109.0,2023-04-07 09:00:00,152.0,32.0,21.0
110.0,2023-04-07 11:15:00,152.0,48.0,32.0
103.0,2023-04-08 09:30:00,152.0,103.0,68.0
104.0,2023-04-08 12:00:00,152.0,108.0,71.0
105.0,2023-04-09 09:00:00,152.0,64.0,42.0
106.0,2023-04-09 10:40:00,152.0,74.0,49.0
109.0,2023-04-12 09:00:00,152.0,42.0,28.0
110.0,2023-04-12 11:15:00,152.0,37.0,24.0
103.0,2023-04-15 09:30:00,152.0,94.0,62.0
104.0,2023-04-15 12:00:00,152.0,97.0,64.0
105.0,2023-04-16 09:00:00,152.0,96.0,63.0
106.0,2023-04-16 10:40:00,152.0,82.0,54.0
109.0,2023-04-18 09:00:00,152.0,58.0,38.0
103.0,2023-04-18 09:30:00,152.0,52.0,34.0
110.0,2023-04-18 11:15:00,152.0,40.0,26.0
104.0,2023-04-18 12:00:00,152.0,72.0,47.0
105.0,2023-04-19 14:00:00,152.0,113.0,74.0
106.0,2023-04-19 15:40:00,152.0,108.0,71.0
1003.0,2023-04-25 09:30:00,304.0,111.0,73.0
1003.0,2023-04-25 11:45:00,456.0,40.0,26.0
1004.0,2023-04-25 13:30:00,304.0,94.0,62.0
105.0,2023-04-26 14:00:00,152.0,129.0,85.0
106.0,2023-04-26 15:40:00,152.0,115.0,76.0
103.0,2023-04-29 11:30:00,152.0,115.0,76.0
104.0,2023-04-29 14:00:00,152.0,107.0,70.0
105.0,2023-04-30 09:00:00,152.0,92.0,61.0
106.0,2023-04-30 10:40:00,152.0,132.0,87.0
1003.0,2023-05-02 09:30:00,304.0,119.0,78.0
1003.0,2023-05-02 11:45:00,304.0,59.0,39.0
1004.0,2023-05-02 13:30:00,304.0,78.0,51.0
105.0,2023-05-03 15:30:00,152.0,107.0,70.0
106.0,2023-05-03 17:10:00,152.0,87.0,57.0
103.0,2023-05-06 09:30:00,152.0,103.0,68.0
104.0,2023-05-06 12:00:00,152.0,112.0,74.0
105.0,2023-05-07 09:00:00,152.0,89.0,59.0
106.0,2023-05-07 10:40:00,152.0,119.0,78.0
1003.0,2023-05-10 09:30:00,304.0,114.0,75.0
1003.0,2023-05-10 11:45:00,456.0,64.0,42.0
1004.0,2023-05-10 13:30:00,304.0,81.0,53.0
105.0,2023-05-11 09:00:00,152.0,103.0,68.0
106.0,2023-05-11 10:45:00,152.0,109.0,72.0
103.0,2023-05-13 09:30:00,152.0,104.0,68.0
104.0,2023-05-13 12:00:00,152.0,81.0,53.0
105.0,2023-05-14 09:00:00,152.0,137.0,90.0
106.0,2023-05-14 10:40:00,152.0,99.0,65.0
103.0,2023-05-17 09:30:00,152.0,88.0,58.0
104.0,2023-05-17 12:00:00,152.0,91.0,60.0
105.0,2023-05-17 14:00:00,152.0,93.0,61.0
106.0,2023-05-17 15:40:00,152.0,114.0,75.0
109.0,2023-05-19 09:00:00,152.0,82.0,54.0
110.0,2023-05-19 11:15:00,152.0,71.0,47.0
103.0,2023-05-20 09:30:00,152.0,102.0,67.0
104.0,2023-05-20 12:00:00,152.0,121.0,80.0
105.0,2023-05-21 09:00:00,152.0,92.0,61.0
106.0,2023-05-21 10:40:00,152.0,142.0,93.0
103.0,2023-05-23 15:30:00,152.0,75.0,49.0
104.0,2023-05-23 18:00:00,152.0,115.0,76.0
109.0,2023-05-25 09:00:00,152.0,89.0,59.0
110.0,2023-05-25 11:15:00,152.0,105.0,69.0
105.0,2023-05-25 14:00:00,152.0,80.0,53.0
106.0,2023-05-25 15:40:00,152.0,92.0,61.0
103.0,2023-05-27 09:30:00,152.0,124.0,82.0
104.0,2023-05-27 12:00:00,152.0,148.0,97.0
105.0,2023-05-28 09:00:00,152.0,92.0,61.0
106.0,2023-05-28 10:40:00,152.0,84.0,55.0
103.0,2023-05-30 09:30:00,152.0,89.0,59.0
104.0,2023-05-30 12:00:00,152.0,139.0,91.0
109.0,2023-05-30 14:30:00,152.0,66.0,43.0
110.0,2023-05-30 16:45:00,152.0,79.0,52.0
105.0,2023-05-31 15:30:00,152.0,82.0,54.0
106.0,2023-05-31 17:10:00,152.0,89.0,59.0
103.0,2023-06-03 09:30:00,152.0,83.0,55.0
104.0,2023-06-03 12:00:00,152.0,134.0,88.0
105.0,2023-06-04 09:00:00,152.0,89.0,59.0
106.0,2023-06-04 10:40:00,152.0,95.0,63.0
103.0,2023-06-06 15:30:00,152.0,71.0,47.0
104.0,2023-06-06 18:00:00,152.0,128.0,84.0
109.0,2023-06-07 09:00:00,152.0,91.0,60.0
110.0,2023-06-07 15:15:00,152.0,111.0,73.0
105.0,2023-06-07 17:15:00,152.0,82.0,54.0
106.0,2023-06-07 18:55:00,152.0,95.0,63.0
103.0,2023-06-10 09:30:00,152.0,107.0,70.0
104.0,2023-06-10 12:00:00,152.0,124.0,82.0
105.0,2023-06-11 09:00:00,152.0,100.0,66.0
106.0,2023-06-11 10:40:00,152.0,103.0,68.0
103.0,2023-06-13 09:30:00,152.0,84.0,55.0
104.0,2023-06-13 12:00:00,152.0,74.0,49.0
109.0,2023-06-13 14:30:00,152.0,65.0,43.0
110.0,2023-06-13 16:45:00,152.0,62.0,41.0
105.0,2023-06-15 17:30:00,152.0,90.0,59.0
106.0,2023-06-15 19:10:00,152.0,64.0,42.0
103.0,2023-06-17 09:30:00,152.0,143.0,94.0
104.0,2023-06-17 12:00:00,152.0,105.0,69.0
105.0,2023-06-18 09:00:00,152.0,144.0,95.0
106.0,2023-06-18 10:40:00,152.0,110.0,72.0
103.0,2023-06-20 15:30:00,152.0,113.0,74.0
104.0,2023-06-20 18:00:00,152.0,98.0,64.0
109.0,2023-06-21 09:00:00,114.0,81.0,71.0
110.0,2023-06-21 11:15:00,114.0,78.0,68.0
105.0,2023-06-21 14:00:00,114.0,108.0,95.0
106.0,2023-06-21 15:40:00,114.0,84.0,74.0
103.0,2023-06-24 09:30:00,152.0,132.0,87.0
104.0,2023-06-24 12:00:00,152.0,151.0,99.0
105.0,2023-06-25 09:00:00,152.0,143.0,94.0
106.0,2023-06-25 10:40:00,152.0,149.0,98.0
103.0,2023-06-26 09:30:00,152.0,104.0,68.0
104.0,2023-06-26 12:00:00,152.0,137.0,90.0
109.0,2023-06-27 09:00:00,114.0,85.0,75.0
110.0,2023-06-27 11:15:00,114.0,58.0,51.0
105.0,2023-06-27 14:00:00,152.0,146.0,96.0
106.0,2023-06-27 15:40:00,152.0,59.0,39.0
103.0,2023-07-01 09:30:00,114.0,112.0,98.0
104.0,2023-07-01 12:00:00,114.0,82.0,72.0
105.0,2023-07-02 09:00:00,114.0,111.0,97.0
106.0,2023-07-02 10:55:00,114.0,96.0,84.0
103.0,2023-07-04 09:30:00,114.0,112.0,98.0
104.0,2023-07-04 12:00:00,114.0,69.0,61.0
105.0,2023-07-05 09:00:00,114.0,109.0,96.0
106.0,2023-07-05 10:55:00,114.0,99.0,87.0
1003.0,2023-07-06 09:30:00,342.0,117.0,103.0
1003.0,2023-07-06 11:05:00,228.0,0.0,0.0
1003.0,2023-07-06 12:55:00,228.0,57.0,50.0
1003.0,2023-07-06 14:40:00,228.0,36.0,32.0
103.0,2023-07-08 09:30:00,152.0,140.0,92.0
104.0,2023-07-08 12:00:00,152.0,98.0,64.0
104.0,2023-07-08 14:00:00,304.0,51.0,34.0
105.0,2023-07-09 09:00:00,152.0,148.0,97.0
106.0,2023-07-09 10:55:00,152.0,137.0,90.0
109.0,2023-07-10 09:00:00,114.0,80.0,70.0
110.0,2023-07-10 11:15:00,114.0,42.0,37.0
103.0,2023-07-11 09:30:00,114.0,106.0,93.0
104.0,2023-07-11 12:00:00,114.0,91.0,80.0
105.0,2023-07-12 09:00:00,114.0,113.0,99.0
106.0,2023-07-12 10:55:00,114.0,114.0,100.0
1003.0,2023-07-13 09:30:00,228.0,112.0,98.0
1003.0,2023-07-13 11:45:00,228.0,31.0,27.0
1004.0,2023-07-13 13:30:00,228.0,74.0,65.0
103.0,2023-07-15 09:30:00,152.0,148.0,97.0
104.0,2023-07-15 12:00:00,152.0,149.0,98.0
105.0,2023-07-16 09:00:00,152.0,142.0,93.0
106.0,2023-07-16 10:55:00,152.0,146.0,96.0
109.0,2023-07-17 09:00:00,114.0,75.0,66.0
110.0,2023-07-17 11:15:00,114.0,69.0,61.0
103.0,2023-07-18 09:30:00,114.0,77.0,68.0
104.0,2023-07-18 12:00:00,114.0,65.0,57.0
105.0,2023-07-19 09:00:00,114.0,108.0,95.0
106.0,2023-07-19 10:55:00,114.0,77.0,68.0
109.0,2023-07-20 09:00:00,114.0,63.0,55.0
110.0,2023-07-20 11:15:00,114.0,61.0,54.0
103.0,2023-07-21 09:30:00,152.0,107.0,70.0
104.0,2023-07-21 13:30:00,152.0,44.0,29.0
103.0,2023-07-22 09:30:00,152.0,94.0,62.0
104.0,2023-07-22 12:00:00,152.0,101.0,66.0
105.0,2023-07-23 13:00:00,152.0,149.0,98.0
106.0,2023-07-23 14:40:00,152.0,126.0,83.0
109.0,2023-07-24 09:00:00,114.0,78.0,68.0
103.0,2023-07-24 09:30:00,152.0,77.0,51.0
110.0,2023-07-24 11:15:00,114.0,56.0,49.0
104.0,2023-07-24 12:00:00,152.0,72.0,47.0
105.0,2023-07-26 09:00:00,114.0,110.0,96.0
106.0,2023-07-26 10:55:00,114.0,106.0,93.0
109.0,2023-07-27 09:00:00,114.0,51.0,45.0
110.0,2023-07-27 11:15:00,114.0,57.0,50.0
103.0,2023-07-28 09:30:00,114.0,66.0,58.0
104.0,2023-07-28 12:00:00,114.0,37.0,32.0
103.0,2023-07-29 09:30:00,114.0,64.0,56.0
104.0,2023-07-29 12:00:00,114.0,75.0,66.0
105.0,2023-07-30 09:00:00,114.0,106.0,93.0
106.0,2023-07-30 10:55:00,114.0,114.0,100.0
109.0,2023-07-31 09:00:00,114.0,48.0,42.0
110.0,2023-07-31 11:15:00,114.0,30.0,26.0
103.0,2023-08-01 09:30:00,114.0,97.0,85.0
104.0,2023-08-01 12:00:00,114.0,86.0,75.0
105.0,2023-08-02 14:00:00,152.0,101.0,66.0
106.0,2023-08-02 15:40:00,152.0,124.0,82.0
103.0,2023-08-05 09:30:00,152.0,146.0,96.0
104.0,2023-08-05 12:00:00,152.0,150.0,99.0
105.0,2023-08-06 09:00:00,152.0,143.0,94.0
106.0,2023-08-06 10:55:00,152.0,129.0,85.0
109.0,2023-08-07 09:00:00,152.0,75.0,49.0
110.0,2023-08-07 11:15:00,152.0,63.0,41.0
103.0,2023-08-08 15:30:00,152.0,120.0,79.0
104.0,2023-08-08 18:00:00,152.0,92.0,61.0
105.0,2023-08-09 09:00:00,152.0,110.0,72.0
106.0,2023-08-09 10:55:00,152.0,109.0,72.0
1003.0,2023-08-11 09:30:00,304.0,114.0,75.0
1003.0,2023-08-11 11:45:00,456.0,95.0,63.0
1004.0,2023-08-11 13:30:00,304.0,50.0,33.0
103.0,2023-08-12 09:30:00,152.0,103.0,68.0
104.0,2023-08-12 12:00:00,152.0,134.0,88.0
105.0,2023-08-13 09:00:00,152.0,128.0,84.0
106.0,2023-08-13 10:55:00,152.0,151.0,99.0
1003.0,2023-08-15 09:30:00,304.0,127.0,84.0
1003.0,2023-08-15 11:45:00,456.0,54.0,36.0
1004.0,2023-08-15 13:30:00,304.0,79.0,52.0
105.0,2023-08-16 09:00:00,114.0,81.0,71.0
106.0,2023-08-16 10:55:00,114.0,111.0,97.0
1003.0,2023-08-18 09:30:00,228.0,69.0,61.0
1003.0,2023-08-18 11:45:00,342.0,62.0,54.0
1004.0,2023-08-18 13:30:00,228.0,41.0,36.0
103.0,2023-08-20 09:30:00,152.0,135.0,89.0
104.0,2023-08-20 12:00:00,152.0,125.0,82.0
105.0,2023-08-20 14:30:00,152.0,124.0,82.0
106.0,2023-08-20 19:35:00,152.0,144.0,95.0
109.0,2023-08-21 09:00:00,152.0,55.0,36.0
110.0,2023-08-21 11:15:00,152.0,78.0,51.0
103.0,2023-08-22 09:30:00,152.0,102.0,67.0
104.0,2023-08-22 12:00:00,152.0,121.0,80.0
105.0,2023-08-23 09:00:00,152.0,57.0,38.0
106.0,2023-08-23 10:55:00,152.0,67.0,44.0
103.0,2023-08-26 09:30:00,152.0,101.0,66.0
104.0,2023-08-26 12:00:00,152.0,147.0,97.0
105.0,2023-08-27 09:00:00,114.0,95.0,83.0
106.0,2023-08-27 10:55:00,114.0,107.0,94.0
109.0,2023-08-28 09:00:00,114.0,58.0,51.0
110.0,2023-08-28 11:15:00,114.0,67.0,59.0
103.0,2023-08-29 09:30:00,114.0,71.0,62.0
104.0,2023-08-29 12:00:00,114.0,86.0,75.0
105.0,2023-08-30 09:00:00,114.0,85.0,75.0
106.0,2023-08-30 10:55:00,114.0,94.0,82.0
103.0,2023-08-31 09:30:00,114.0,66.0,58.0
104.0,2023-08-31 12:00:00,114.0,46.0,40.0
103.0,2023-09-02 09:30:00,152.0,97.0,64.0
104.0,2023-09-02 12:00:00,152.0,151.0,99.0
105.0,2023-09-03 09:00:00,152.0,103.0,68.0
106.0,2023-09-03 10:55:00,152.0,114.0,75.0
109.0,2023-09-04 09:00:00,114.0,70.0,61.0
110.0,2023-09-04 11:15:00,114.0,89.0,78.0
103.0,2023-09-05 09:30:00,114.0,75.0,66.0
104.0,2023-09-05 12:00:00,114.0,100.0,88.0
105.0,2023-09-06 09:00:00,114.0,63.0,55.0
106.0,2023-09-06 10:55:00,114.0,105.0,92.0
103.0,2023-09-07 09:30:00,114.0,92.0,81.0
104.0,2023-09-07 12:00:00,114.0,64.0,56.0
105.0,2023-09-10 09:00:00,152.0,119.0,78.0
106.0,2023-09-10 10:55:00,152.0,122.0,80.0
105.0,2023-09-13 09:00:00,114.0,88.0,77.0
106.0,2023-09-13 10:55:00,114.0,77.0,68.0
105.0,2023-09-17 09:00:00,114.0,104.0,91.0
106.0,2023-09-17 10:55:00,114.0,102.0,89.0
105.0,2023-09-20 09:00:00,114.0,103.0,90.0
106.0,2023-09-20 10:55:00,114.0,109.0,96.0
105.0,2023-09-24 09:00:00,114.0,100.0,88.0
106.0,2023-09-24 10:55:00,114.0,115.0,101.0
105.0,2023-09-26 16:00:00,114.0,112.0,98.0
106.0,2023-09-26 17:55:00,114.0,112.0,98.0
103.0,2023-09-29 09:30:00,152.0,92.0,61.0
104.0,2023-09-29 12:00:00,152.0,100.0,66.0
105.0,2023-10-01 09:00:00,114.0,107.0,94.0
103.0,2023-10-01 09:30:00,152.0,100.0,66.0
106.0,2023-10-01 10:55:00,114.0,113.0,99.0
104.0,2023-10-01 12:00:00,152.0,114.0,75.0
105.0,2023-10-04 09:00:00,114.0,85.0,75.0
106.0,2023-10-04 10:55:00,114.0,84.0,74.0
103.0,2023-10-06 09:30:00,114.0,91.0,80.0
104.0,2023-10-06 12:00:00,114.0,97.0,85.0
103.0,2023-10-08 09:30:00,114.0,89.0,78.0
104.0,2023-10-08 12:00:00,114.0,78.0,68.0
105.0,2023-10-08 14:00:00,114.0,114.0,100.0
106.0,2023-10-08 15:55:00,114.0,100.0,88.0
105.0,2023-10-10 15:40:00,114.0,90.0,79.0
106.0,2023-10-10 17:35:00,114.0,60.0,53.0
103.0,2023-10-11 08:00:00,114.0,97.0,85.0
104.0,2023-10-11 10:30:00,114.0,85.0,75.0
103.0,2023-10-14 09:30:00,114.0,94.0,82.0
104.0,2023-10-14 12:00:00,114.0,89.0,78.0
105.0,2023-10-14 14:30:00,114.0,98.0,86.0
106.0,2023-10-14 16:25:00,114.0,83.0,73.0
1003.0,2023-10-15 09:30:00,228.0,77.0,68.0
1003.0,2023-10-15 12:00:00,342.0,29.0,25.0
1003.0,2023-10-15 13:45:00,228.0,60.0,53.0
105.0,2023-10-17 15:40:00,114.0,87.0,76.0
106.0,2023-10-17 17:35:00,114.0,91.0,80.0
103.0,2023-10-21 09:30:00,114.0,88.0,77.0
104.0,2023-10-21 12:00:00,114.0,83.0,73.0
103.0,2023-10-22 09:30:00,114.0,85.0,75.0
104.0,2023-10-22 12:00:00,114.0,62.0,54.0
105.0,2023-10-22 14:30:00,114.0,102.0,89.0
106.0,2023-10-22 17:25:00,114.0,86.0,75.0
105.0,2023-10-24 15:40:00,114.0,71.0,62.0
106.0,2023-10-24 17:35:00,114.0,73.0,64.0
103.0,2023-10-28 09:30:00,114.0,85.0,75.0
104.0,2023-10-28 12:00:00,114.0,97.0,85.0
103.0,2023-10-29 09:30:00,114.0,82.0,72.0
104.0,2023-10-29 12:00:00,114.0,92.0,81.0
105.0,2023-10-29 14:30:00,114.0,88.0,77.0
106.0,2023-10-29 16:25:00,114.0,99.0,87.0
105.0,2023-10-31 15:40:00,114.0,82.0,72.0
106.0,2023-10-31 17:35:00,114.0,74.0,65.0
103.0,2023-11-04 09:30:00,114.0,83.0,73.0
104.0,2023-11-04 12:00:00,114.0,92.0,81.0
103.0,2023-11-05 09:30:00,114.0,93.0,82.0
104.0,2023-11-05 12:00:00,114.0,86.0,75.0
105.0,2023-11-05 14:30:00,114.0,114.0,100.0
106.0,2023-11-05 16:25:00,114.0,95.0,83.0
103.0,2023-11-11 09:30:00,114.0,80.0,70.0
104.0,2023-11-11 12:00:00,114.0,56.0,49.0
105.0,2023-11-11 14:30:00,114.0,59.0,52.0
106.0,2023-11-11 16:25:00,114.0,66.0,58.0
103.0,2023-11-12 09:30:00,114.0,85.0,75.0
104.0,2023-11-12 12:00:00,114.0,51.0,45.0
105.0,2023-11-12 14:30:00,114.0,90.0,79.0
106.0,2023-11-12 16:25:00,114.0,72.0,63.0
103.0,2023-11-14 09:30:00,114.0,77.0,68.0
104.0,2023-11-14 12:00:00,114.0,41.0,36.0
105.0,2023-11-14 14:30:00,114.0,74.0,65.0
106.0,2023-11-14 16:25:00,114.0,68.0,60.0
103.0,2023-11-18 09:30:00,114.0,87.0,76.0
104.0,2023-11-18 12:00:00,114.0,94.0,82.0
105.0,2023-11-19 09:00:00,114.0,106.0,93.0
106.0,2023-11-19 10:55:00,114.0,90.0,79.0
103.0,2023-11-21 15:30:00,114.0,92.0,81.0
104.0,2023-11-21 17:55:00,114.0,48.0,42.0
105.0,2023-11-23 08:00:00,114.0,93.0,82.0
106.0,2023-11-23 09:55:00,114.0,98.0,86.0
103.0,2023-11-25 09:30:00,114.0,91.0,80.0
104.0,2023-11-25 12:00:00,114.0,55.0,48.0
105.0,2023-11-26 09:00:00,114.0,96.0,84.0
106.0,2023-11-26 10:55:00,114.0,108.0,95.0
103.0,2023-11-28 09:30:00,114.0,95.0,83.0
104.0,2023-11-28 12:00:00,114.0,56.0,49.0
105.0,2023-11-28 14:30:00,114.0,84.0,74.0
106.0,2023-11-28 16:25:00,114.0,82.0,72.0
103.0,2023-12-02 09:30:00,114.0,97.0,85.0
104.0,2023-12-02 12:00:00,114.0,81.0,71.0
105.0,2023-12-03 09:00:00,114.0,110.0,96.0
106.0,2023-12-03 10:55:00,114.0,108.0,95.0
109.0,2023-12-07 08:00:00,114.0,71.0,62.0
110.0,2023-12-07 10:15:00,114.0,59.0,52.0
105.0,2023-12-08 15:30:00,114.0,92.0,81.0
106.0,2023-12-08 17:25:00,114.0,68.0,60.0
103.0,2023-12-09 09:30:00,114.0,94.0,82.0
104.0,2023-12-09 12:00:00,114.0,93.0,82.0
1003.0,2023-12-09 14:30:00,114.0,88.0,77.0
1004.0,2023-12-09 17:00:00,114.0,45.0,39.0
105.0,2023-12-10 09:00:00,114.0,110.0,96.0
106.0,2023-12-10 10:55:00,114.0,92.0,81.0
103.0,2023-12-12 09:30:00,114.0,94.0,82.0
104.0,2023-12-12 12:00:00,114.0,59.0,52.0
105.0,2023-12-12 14:30:00,114.0,111.0,97.0
106.0,2023-12-12 16:25:00,114.0,88.0,77.0
109.0,2023-12-15 08:00:00,152.0,106.0,70.0
110.0,2023-12-15 10:15:00,152.0,68.0,45.0
103.0,2023-12-16 09:30:00,152.0,98.0,64.0
104.0,2023-12-16 12:00:00,152.0,117.0,77.0
105.0,2023-12-17 09:00:00,152.0,131.0,86.0
106.0,2023-12-17 10:55:00,152.0,133.0,88.0
103.0,2023-12-19 15:30:00,152.0,105.0,69.0
104.0,2023-12-19 18:00:00,152.0,75.0,49.0
105.0,2023-12-20 08:00:00,152.0,137.0,90.0
